#SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosage Description,Price,Use For,DAR,company_id,generic_id,strength_id,dose_id,slug,price_cleaned
27170,Reman Drug Laboratories Ltd.,Aciclon,Acyclovir,3 gm/100 gm,Eye Ointment,"60.00 Tk, 100.00 Tk",Human,042-0082-052,169,808,575.0,36,aciclon,60.00100.00
27198,Reman Drug Laboratories Ltd.,Rema-Zith PFS,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.00 Tk, 130.00 Tk",Human,042-0137-023,169,1,20.0,4,rema-zith-pfs,85.00130.00
27226,Renata Limited,Avinex Vet,Levamisole,30 gm/100 gm,Powder,"17.29 Tk, 144.17 Tk",Veterinary,002-0227-077,171,125,112.0,21,avinex-vet,17.29144.17
27239,Renata Limited,Cal-D-Mag Vet,Calcium Gluconate + Dextrose + Magnesium Hypophosphite,208 mg + 200 mg + 50 mg/ml,Injection,"76.14 Tk, 158.00 Tk, 197.00 Tk",Veterinary,002-0167-077,171,759,498.0,15,cal-d-mag-vet,76.14158.00197.00
27258,Renata Limited,Coxicure    30%,Sulfaclozine,30 %,Powder,"25.62 Tk, 199.50 Tk",Veterinary,002-0233-077,171,756,115.0,21,coxicure----30%,25.62199.50
27263,Renata Limited,Dellergen,Promethazine Hydrochloride,500 mg/10 ml,Injection,"8.60 Tk, 15.40 Tk, 38.25 Tk, 168.00 Tk",Veterinary,002-0207-077,171,126,383.0,15,dellergen,8.6015.4038.25168.00
27268,Renata Limited,Diadin Vet,Sulphadimidine,33.3 gm/100 ml,Injection,"36.39 Tk, 120.21 Tk",Veterinary,002-0143-077,171,762,912.0,15,diadin-vet,36.39120.21
27272,Renata Limited,Doxivet Vet,Doxycycline,100 mg/gm,Powder,"167.57 Tk, 17.57 Tk",Veterinary,002-0239-077,171,136,118.0,21,doxivet-vet,167.5717.57
27274,Renata Limited,Enrocin  Vet  10,Enrofloxacin,100 mg/ml,Solution,"241.13 Tk, 1995.00 Tk",Veterinary,002-0238-077,171,134,116.0,14,enrocin--vet--10,241.131995.00
27307,Renata Limited,Hemovit Vet,Cobalt Gluconate + Copper Gluconate + Cyanocobalamin + D-Pantothenol + Ferric Ammonium Citrate + Nicotinamide + Pyridoxine Hydrochloride + Riboflavine-5-Phosphate + Vitamin B1,7 mg + 2 mg + 1.2 mg + 200 mg + 150 mg + 1000 mg + 50 mg + 20 mg + 750 mg/10 ml,Injection,"30.11 Tk, 72.52 Tk, 300.00 Tk",Veterinary,002-0342-077,171,1372,913.0,15,hemovit-vet,30.1172.52300.00
27326,Renata Limited,Micronid Vet,Erythromycin + Sulphadiazine + Trimethoprim,180 mg + 150 mg + 30 mg,Powder,"40.71 Tk, 362.49 Tk",Veterinary,002-0125-077,171,726,1108.0,21,micronid-vet,40.71362.49
27329,Renata Limited,Mycostop    20%,Tylosin,20 gm/100 gm,Powder,"47.11 Tk, 231.21 Tk, 2051.02 Tk",Veterinary,002-0260-077,171,138,117.0,21,mycostop----20%,47.11231.212051.02
27373,Renata Limited,Renagard 45% Vet,Tiamulin Hydrogen Fumerate,45 %,Powder,"277.34 Tk, 1205.83 Tk",Veterinary,002-0302-077,171,594,344.0,21,renagard-45%-vet,277.341205.83
27381,Renata Limited,Renamox    15%,Amoxicillin,15 %,Powder,"33.24 Tk, 149.05 Tk, 649.11 Tk",Veterinary,002-0301-077,171,28,524.0,21,renamox----15%,33.24149.05649.11
27384,Renata Limited,Renamycin Vet,Oxytetracycline,20 gm/100 gm,Powder,"92.00 Tk, 760.00 Tk",Veterinary,002-0169-077,171,135,117.0,21,renamycin-vet,92.00760.00
27387,Renata Limited,Renamycin    100,Oxytetracycline,10 gm/100 ml,Injection,"67.83 Tk, 192.85 Tk, 26.60 Tk",Veterinary,002-0194-077,171,135,106.0,15,renamycin----100,67.83192.8526.60
27391,Renata Limited,Renaquine    20,Flumequine,20 gm/100 ml,Solution,"209.79 Tk, 332.50 Tk, 2660.00 Tk",Veterinary,002-0300-077,171,651,458.0,14,renaquine----20,209.79332.502660.00
27393,Renata Limited,Renasol AD3E,Vitamin A + Vitamin D3 + Vitamin E,500000 IU + 75000 IU + 50 mg/100 ml,Injection,"120.00 Tk, 324.00 Tk, 962.00 Tk",Veterinary,002-0341-077,171,650,388.0,15,renasol-ad3e,120.00324.00962.00
27395,Renata Limited,Renatrim Vet,Sulphadiazine + Trimethoprim,40 gm + 8 gm/100 ml,Suspension,"182.00 Tk, 1700.00 Tk",Veterinary,002-0304-077,171,754,492.0,6,renatrim-vet,182.001700.00
27455,Renata Limited,Beconex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.00 Tk, 62.00 Tk",Human,002-0145-078,171,21,26.0,5,beconex,35.0062.00
27458,Renata Limited,Zithrin,Azithromycin,200 mg/5 ml,Powder For Suspension,"135.00 Tk, 140.00 Tk",Human,002-0741-023,171,1,20.0,4,zithrin,135.00140.00
27477,Renata Limited,Sultrik,Sodium Sulfachloropyridazine + Trimethoprim,10 gm + 2 gm/100 gm,Powder,"22.08 Tk, 154.95 Tk",Veterinary,002-0228-077,171,755,494.0,21,sultrik,22.08154.95
27480,Renata Limited,Renamycin  LA,Oxytetracycline,20 gm/100 ml,Injection,"52.52 Tk, 86.00 Tk, 370.00 Tk",Veterinary,002-0138-077,171,135,458.0,15,renamycin--la,52.5286.00370.00
27489,Renata Limited,Renaflox 20% Vet,Ciprofloxacin,200 gm/Kg,Powder,"57.67 Tk, 243.62 Tk, 2254.78 Tk",Veterinary,002-0438-077,171,22,385.0,21,renaflox-20%-vet,57.67243.622254.78
27491,Renata Limited,Domiren,Domperidone,5 mg/5 ml,Suspension,"35.00 Tk, 38.00 Tk",Human,002-0279-018,171,40,38.0,6,domiren,35.0038.00
27499,Renata Limited,Catophos  Vet,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,Injection,"150.57 Tk, 240.90 Tk, 465.75 Tk",Veterinary,002-0230-077,171,446,190.0,15,catophos--vet,150.57240.90465.75
27527,Renata Limited,Kiddi,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"145.00 Tk, 85.00 Tk",Human,002-0467-078,171,452,198.0,5,kiddi,145.0085.00
27542,Renata Limited,Xanita,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"40.00 Tk, 58.00 Tk",Human,002-0403-027,171,85,18.0,4,xanita,40.0058.00
27622,Renata Limited,Nitronex VET  34%,Nitroxynil,34 gm/100 ml,Injection,"75.90 Tk, 214.01 Tk, 680.00 Tk",Veterinary,002-0261-077,171,522,497.0,15,nitronex-vet--34%,75.90214.01680.00
27624,Renata Limited,Renamox    30%,Amoxicillin,30 %,Powder,"265.00 Tk, 1250.00 Tk, 2400.00 Tk",Veterinary,002-0510-077,171,28,115.0,21,renamox----30%,265.001250.002400.00
27626,Renata Limited,Vitaphos Vet,Cyanocobalamin + Toldimfos Sodium,5 mg + 20 gm/100 ml,Injection,"375.00 Tk, 172.33 Tk",Veterinary,002-0316-077,171,444,188.0,15,vitaphos-vet,375.00172.33
27670,Renata Limited,Deltasone,Prednisolone,5 mg/5 ml,Solution,"60.00 Tk, 95.00 Tk",Human,002-0659-072,171,434,38.0,14,deltasone,60.0095.00
27673,Renata Limited,Recof,Ambroxol,6 mg/ml,Paediatric Drops,"30.00 Tk, 40.00 Tk",Human,002-0663-031,171,63,157.0,7,recof,30.0040.00
27744,Renata Limited,Renaspirin,Acetylsalicylic Acid + Ascorbic Acid,60 gm + 6.65 gm,Sached Powder,"200.00 Tk, 2000.00 Tk",Veterinary,002-0733-077,171,1264,1257.0,74,renaspirin,200.002000.00
27788,Renata Limited,Fevenil (Vet),Tolfenamic Acid,4 gm/100 ml,Injection,"102.00 Tk, 284.00 Tk",Veterinary,002-0771-077,171,581,144.0,15,fevenil-(vet),102.00284.00
27792,Renata Limited,Iveclor (Vet),Clorsulon + Ivermectin,500 mg + 50 mg/5 ml,Injection,"75.00 Tk, 326.00 Tk",Veterinary,002-0776-007,171,694,425.0,15,iveclor-(vet),75.00326.00
27904,Renata Limited,Renaflor,Florfenicol,20 gm/100 ml,Oral Solution,"750.00 Tk, 3150.00 Tk",Veterinary,002-0886-077,171,719,458.0,23,renaflor,750.003150.00
27923,Renata Limited,Iveren (Vet) Oral Solution,Ivermectin,1 gm/100 gm,Solution,"110.00 Tk, 500.00 Tk, 1000.00 Tk",Veterinary,002-0916-077,171,445,52.0,14,iveren-(vet)-oral-solution,110.00500.001000.00
27925,Renata Limited,Dexaren (Vet),Dexamethasone,2 mg/ml,Injection,"35.00 Tk, 160.00 Tk, 300.00 Tk",Veterinary,002-0931-077,171,148,529.0,15,dexaren-(vet),35.00160.00300.00
27928,Renata Limited,Lincoren-40 Vet,Lincomycin,400 mg/gm,Water Soluble Powder,"960.00 Tk, 4400.00 Tk",Veterinary,002-0934-077,171,147,1263.0,22,lincoren-40-vet,960.004400.00
27943,Renata Limited,Fungirox,Ciclopirox Olamine,10 mg/gm,Cream,"80.00 Tk, 110.00 Tk",Human,002-0936-071,171,1569,48.0,11,fungirox,80.00110.00
27944,Renata Limited,Copnat-N,Clobetasol Propionate + Neomycin Sulphate + Nystatin,50 mg + 500 mg + 100 Lac IU/100 gm,Ointment,"70.00 Tk, 100.00 Tk",Human,002-0937-071,171,432,184.0,9,copnat-n,70.00100.00
27967,Renata Limited,Alluren (Vet),Allopurinol,5 gm/100 gm,Powder,"350.00 Tk, 1500.00 Tk",Veterinary,002-0946-077,171,129,110.0,21,alluren-(vet),350.001500.00
28092,"Renata Limited, Gazipur",Trucef,Cefpodoxime,40 mg/5 ml,Powder For Suspension,"175.66 Tk, 195.74 Tk",Human,353-0170-023,172,163,83.0,4,trucef,175.66195.74
28149,"Renata Limited, Gazipur",Renamox 15%,Amoxicillin,15 %,Powder,"33.24 Tk, 149.05 Tk, 649.11 Tk",Veterinary,353-0045-077,172,28,524.0,21,renamox-15%,33.24149.05649.11
28150,"Renata Limited, Gazipur",Renamox 30%,Amoxicillin,30 %,Powder,"265.00 Tk, 1250.00 Tk, 2400.00 Tk",Veterinary,353-0046-077,172,28,115.0,21,renamox-30%,265.001250.002400.00
28167,"Renata Limited, Gazipur",Trucef DS Oral Suspension,Cefpodoxime,80 mg/5 ml,Powder For Suspension,"98.37 Tk, 190.72 Tk",Human,353-0144-023,172,163,180.0,4,trucef-ds-oral-suspension,98.37190.72
28401,Rephco Pharmaceuticals Ltd.,Penalox,Azithromycin,200 mg/5 ml,Powder For Suspension,"100.00 Tk, 140.00 Tk, 200.00 Tk",Human,047-0101-023,174,1,20.0,4,penalox,100.00140.00200.00
28431,Rephco Pharmaceuticals Ltd.,Reoplex   FORTE,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"20.00 Tk, 38.00 Tk",Human,047-0088-078,174,21,26.0,5,reoplex---forte,20.0038.00
28465,Rephco Pharmaceuticals Ltd.,Poviclean,Povidone Iodine,5 gm/100 gm,Ointment,"25.00 Tk, 38.00 Tk",Human,047-0145-071,174,123,110.0,9,poviclean,25.0038.00
28539,Rephco Pharmaceuticals Ltd.,Adonid,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.00 Tk, 50.00 Tk",Human,047-0215-027,174,85,18.0,4,adonid,35.0050.00
28559,Rephco Pharmaceuticals Ltd.,Nicogel Oral Gel (2%),Miconazole,20 mg/gm,Oral Gel,"60.00 Tk, 70.00 Tk, 95.00 Tk",Human,047-0236-073,174,60,51.0,30,nicogel-oral-gel-(2%),60.0070.0095.00
28563,Rephco Pharmaceuticals Ltd.,Rubsol Hand Rub,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"140.00 Tk, 195.00 Tk, 350.00 Tk, 130.00 Tk",Human,047-0240-071,174,175,145.0,29,rubsol-hand-rub,140.00195.00350.00130.00
28568,Rephco Pharmaceuticals Ltd.,Lesaril,Levosalbutamol,1 mg/5 ml,Syrup,"1.70 Tk, 40.00 Tk",Human,047-0245-044,174,455,90.0,5,lesaril,1.7040.00
28569,Rephco Pharmaceuticals Ltd.,Poviclean 10% Topical Solution,Povidone Iodine,10 gm/100 ml,Topical Solution,"50.00 Tk, 55.00 Tk, 85.00 Tk, 160.00 Tk, 340.00 Tk",Human,047-0246-071,174,123,106.0,19,poviclean-10%-topical-solution,50.0055.0085.00160.00340.00
28671,Sharif Pharmaceuticals Ltd.,Azasite,Azithromycin,200 mg/5 ml,Powder For Suspension,"140.00 Tk, 200.00 Tk",Human,360-0002-023,180,1,20.0,4,azasite,140.00200.00
28735,Sharif Pharmaceuticals Ltd.,Burnless,Silver Sulphadiazine,1 %,Cream,"55.00 Tk, 250.00 Tk",Human,360-0095-023,180,506,108.0,11,burnless,55.00250.00
28773,Sharif Pharmaceuticals Ltd.,Pednil,Prednisolone,5 mg/5 ml,Solution,"60.18 Tk, 95.29 Tk",Human,360-0109-072,180,434,38.0,14,pednil,60.1895.29
28774,Sharif Pharmaceuticals Ltd.,Bangay Ultra,Camphor + Menthol + Methyl Salicylate,4 gm + 10 gm + 30 gm/100 gm,Cream,"120.37 Tk, 60.18 Tk, 95.29 Tk",Human,360-0110-071,180,770,509.0,11,bangay-ultra,120.3760.1895.29
28801,Sharif Pharmaceuticals Ltd.,Voltafen Gel,Diclofenac Sodium,1 gm/100 gm,Gel,"55.17 Tk, 97.29 Tk",Human,360-0146-071,180,29,52.0,12,voltafen-gel,55.1797.29
28864,Sharif Pharmaceuticals Ltd.,Hexigard Hand Rub,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"40.00 Tk, 130.00 Tk",Human,360-0210-071,180,175,145.0,29,hexigard-hand-rub,40.00130.00
28875,Sharif Pharmaceuticals Ltd.,Vitamin BZ,Niacinamide + Pyridoxine Hydrochloride + Riboflavin + Thiamine Hydrochloride + Zinc,400 mg + 40 mg + 40 mg + 100 mg + 200 mg/100 ml,Syrup,"90.00 Tk, 55.00 Tk",Human,360-0219-078,180,847,548.0,5,vitamin-bz,90.0055.00
28899,Shinil Pharma Limited,Levoshin Solution,Levofloxacin,10 gm/100 ml,Solution,"260.00 Tk, 1100.00 Tk",Veterinary,398-0008-077,181,95,106.0,14,levoshin-solution,260.001100.00
28908,Shinil Pharma Limited,Cipryl Solution,Ciprofloxacin,10 gm/100 ml,Solution,"230.00 Tk, 1000.00 Tk, 2070.00 Tk",Veterinary,398-0017-077,181,22,106.0,14,cipryl-solution,230.001000.002070.00
28911,Shinil Pharma Limited,Shinitize Hand Rab Solution,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"40.00 Tk, 50.00 Tk, 130.00 Tk, 190.00 Tk",Human,398-0020-071,181,175,145.0,29,shinitize-hand-rab-solution,40.0050.00130.00190.00
28932,Shinil Pharma Limited,Bio-Kill Solution (Vet),Benzalkonium Chloride,80 gm/100 ml,Solution,"280.00 Tk, 1200.00 Tk",Veterinary,398-0052-077,181,1269,1202.0,14,bio-kill-solution-(vet),280.001200.00
28935,Shinil Pharma Limited,Best-N Powder (Vet),Bromhexine + Erythromycin + Neomycin + Sulfadimidine + Trimethoprim,1.5 mg + 25 mg + 35 mg + 100 mg + 18 mg,Powder,"370.00 Tk, 1520.00 Tk",Veterinary,398-0055-077,181,700,438.0,21,best-n-powder-(vet),370.001520.00
28944,Shinil Pharma Limited,S-Zol Suspension Vet,Albendazole,10 gm/100 ml,Suspension,"250.00 Tk, 1050.00 Tk",Veterinary,398-0062-077,181,19,106.0,6,s-zol-suspension-vet,250.001050.00
28945,Shinil Pharma Limited,D-Cox Solution Vet,Diclazuril,2.5 gm/100 ml,Oral Solution,"132.00 Tk, 650.00 Tk, 2800.00 Tk",Veterinary,398-0065-077,181,1384,121.0,23,d-cox-solution-vet,132.00650.002800.00
28946,Shinil Pharma Limited,TilSol Solution Vet,Tilmicosin,250 mg/ml,Oral Solution,"820.00 Tk, 3600.00 Tk",Veterinary,398-0071-077,181,140,119.0,23,tilsol-solution-vet,820.003600.00
28947,Shinil Pharma Limited,Neoshin 70 Powder Vet,Neomycin Sulphate,70 gm/100 gm,Powder,"70.00 Tk, 390.00 Tk, 1360.00 Tk",Veterinary,398-0067-077,181,144,124.0,21,neoshin-70-powder-vet,70.00390.001360.00
28948,Shinil Pharma Limited,Phenbrosol Solution Vet,Bromhexine Hydrochloride + Phenylbutazone,1 gm + 5 gm/100 ml,Oral Solution,"315.00 Tk, 1245.00 Tk",Veterinary,398-0068-077,181,1155,756.0,23,phenbrosol-solution-vet,315.001245.00
29071,Silva Pharmaceuticals Ltd.,Domsil,Domperidone,5 mg/5 ml,Suspension,"28.11 Tk, 38.14 Tk",Human,317-0041-018,183,40,38.0,6,domsil,28.1138.14
29122,Silva Pharmaceuticals Ltd.,Supraxim,Cefixime,100 mg/5 ml,Powder For Suspension,"135.51 Tk, 195.74 Tk",Human,317-0054-023,183,14,18.0,4,supraxim,135.51195.74
29140,Silva Pharmaceuticals Ltd.,Z Sil    10mg/5ml,Zinc,10 mg/5 ml,Syrup,"25.09 Tk, 48.18 Tk",Human,317-0042-062,183,31,33.0,5,z-sil----10mg/5ml,25.0948.18
29161,Silva Pharmaceuticals Ltd.,Actisal,Levosalbutamol,1 mg/5 ml,Syrup,"25.09 Tk, 35.13 Tk",Human,317-0158-044,183,455,90.0,5,actisal,25.0935.13
29167,Silva Pharmaceuticals Ltd.,Xinoplex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,Syrup,"45.17 Tk, 85.32 Tk",Human,317-0130-078,183,91,218.0,5,xinoplex,45.1785.32
29177,Silva Pharmaceuticals Ltd.,Zoxanid,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.13 Tk, 50.19 Tk",Human,317-0143-027,183,85,18.0,4,zoxanid,35.1350.19
29185,Silva Pharmaceuticals Ltd.,Codlivit,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"80.30 Tk, 150.57 Tk",Human,317-0153-078,183,452,198.0,5,codlivit,80.30150.57
29263,SMC Enterprise Limited,Aziday,Azithromycin,200 mg/5 ml,Powder For Suspension,"90.00 Tk, 135.00 Tk",Human,333-0032-023,184,1,20.0,4,aziday,90.00135.00
29353,Somatec Pharmaceuticals Ltd.,Oralax,Lactulose,68 %,Oral Solution,"40.00 Tk, 120.00 Tk",Human,051-0064-060,186,201,163.0,23,oralax,40.00120.00
29369,Somatec Pharmaceuticals Ltd.,Tgocef,Cefixime,100 mg/5 ml,Powder For Suspension,"130.00 Tk, 195.00 Tk",Human,051-0119-023,186,14,18.0,4,tgocef,130.00195.00
29387,Somatec Pharmaceuticals Ltd.,Respazit,Azithromycin,200 mg/5 ml,Powder For Suspension,"145.00 Tk, 190.00 Tk",Human,051-0124-023,186,1,20.0,4,respazit,145.00190.00
29410,Somatec Pharmaceuticals Ltd.,Cefurim    250,Cefuroxime,250 mg,Tablet,"25.10 Tk, 30.00 Tk",Human,051-0149-023,186,13,12.0,1,cefurim----250,25.1030.00
29411,Somatec Pharmaceuticals Ltd.,Cefurim    500,Cefuroxime,500 mg,Tablet,"45.17 Tk, 50.00 Tk",Human,051-0150-023,186,13,1.0,1,cefurim----500,45.1750.00
29412,Somatec Pharmaceuticals Ltd.,Cefurim,Cefuroxime,125 mg/5 ml,Powder For Suspension,"200.00 Tk, 250.00 Tk",Human,051-0147-023,186,13,17.0,4,cefurim,200.00250.00
29435,Somatec Pharmaceuticals Ltd.,Aquavit,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"80.30 Tk, 150.00 Tk",Human,051-0172-078,186,452,198.0,5,aquavit,80.30150.00
29633,Square Formulations Ltd.,Zimax,Azithromycin,200 mg/5 ml,Powder For Suspension,"95.00 Tk, 140.00 Tk, 200.00 Tk",Human,372-0047-023,191,1,20.0,4,zimax,95.00140.00200.00
30019,"Square Pharmaceuticals PLC, Gazipur",Sulprex HFA,Ipratropium Bromide + Salbutamol,20 mcg + 100 mcg/Metered Inhalation,Aerosol Inhalation,"230.69 Tk, 250.75 Tk",Human,321-0197-044,194,573,320.0,39,sulprex-hfa,230.69250.75
30024,"Square Pharmaceuticals PLC, Gazipur",Iprex HFA Inhaler,Ipratropium Bromide,20 mcg/Metered Inhalation,Aerosol Inhalation,"230.69 Tk, 250.75 Tk",Human,321-0218-044,194,549,766.0,39,iprex-hfa-inhaler,230.69250.75
30124,"Square Pharmaceuticals PLC, Gazipur",Lactoring IV,Calcium Chloride + Potassium Chloride + Sodium Chloride + Sodium Lactate,27 mg + 40 mg + 600 mg + 320 mg/100 ml,IV Infusion,"71.30 Tk, 91.99 Tk",Human,321-0327-079,194,1227,802.0,42,lactoring-iv,71.3091.99
30125,"Square Pharmaceuticals PLC, Gazipur",Solodex IV,Dextrose + Sodium Chloride,5 gm + 900 mg/100 ml,IV Infusion,"75.89 Tk, 101.20 Tk",Human,321-0326-079,194,1055,699.0,42,solodex-iv,75.89101.20
30140,"Square Pharmaceuticals PLC, Gazipur",Infudex 5,Dextrose,5 gm/100 ml,IV Infusion,"71.30 Tk, 92.00 Tk",Human,321-0350-079,194,848,251.0,42,infudex-5,71.3092.00
30141,"Square Pharmaceuticals PLC, Gazipur",Infudex 10,Dextrose,10 gm/100 ml,IV Infusion,"78.20 Tk, 105.80 Tk",Human,321-0351-079,194,848,106.0,42,infudex-10,78.20105.80
30142,"Square Pharmaceuticals PLC, Gazipur",Cholenak IV,Potassium Chloride + Sodium Acetate + Sodium Chloride,100 mg + 650 mg + 500 mg/100 ml,IV Infusion,"70.15 Tk, 92.00 Tk",Human,321-0352-079,194,1228,804.0,42,cholenak-iv,70.1592.00
30289,"Square Pharmaceuticals PLC, Pabna",Ace,Paracetamol,80 mg/ml,Paediatric Drops,"14.81 Tk, 20.70 Tk",Human,012-0513-006,195,26,75.0,7,ace,14.8120.70
30341,"Square Pharmaceuticals PLC, Pabna",B 50   FORTE,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.64 Tk, 62.19 Tk",Human,012-0257-078,195,21,26.0,5,b-50---forte,35.6462.19
30348,"Square Pharmaceuticals PLC, Pabna",Beclomin    250,Beclomethasone Dipropionate,250 mcg/Metered Inhalation,Aerosol Inhalation,"221.50 Tk, 251.70 Tk",Human,012-0343-044,195,510,271.0,39,beclomin----250,221.50251.70
30369,"Square Pharmaceuticals PLC, Pabna",Candex,Nystatin,1 Lac Unit/ml,Suspension,"22.80 Tk, 46.84 Tk",Human,012-0248-020,195,195,159.0,6,candex,22.8046.84
30406,"Square Pharmaceuticals PLC, Pabna",Clofenac    1%,Diclofenac Sodium,1 gm/100 gm,Gel,"12.99 Tk, 25.17 Tk",Human,012-0272-071,195,29,52.0,12,clofenac----1%,12.9925.17
30431,"Square Pharmaceuticals PLC, Pabna",Dermasol,Clobetasol Propionate,50 mg/100 gm,Cream,"45.31 Tk, 70.48 Tk",Human,012-0404-071,195,97,53.0,11,dermasol,45.3170.48
30453,"Square Pharmaceuticals PLC, Pabna",Enflox,Enrofloxacin,100 mg/ml,Solution,"192.00 Tk, 1743.54 Tk",Veterinary,012-0482-077,195,134,116.0,14,enflox,192.001743.54
30459,"Square Pharmaceuticals PLC, Pabna",Equra 10% Moisturizing Cream,Urea,10 gm/100 gm,Cream,"30.20 Tk, 50.35 Tk",Human,012-0530-071,195,1163,123.0,11,equra-10%-moisturizing-cream,30.2050.35
30462,"Square Pharmaceuticals PLC, Pabna",Ace,Paracetamol,120 mg/5 ml,Syrup,"18.30 Tk, 20.70 Tk, 31.88 Tk",Human,012-0080-006,195,26,31.0,5,ace,18.3020.7031.88
30582,"Square Pharmaceuticals PLC, Pabna",Moxacil    30%,Amoxicillin,30 %,Powder,"268.10 Tk, 1286.26 Tk",Veterinary,012-0361-077,195,28,115.0,21,moxacil----30%,268.101286.26
30592,"Square Pharmaceuticals PLC, Pabna",Moxaclav    125/31,Amoxicillin + Clavulanic Acid,125 mg + 31.25 mg/5 ml,Powder For Suspension,"135.92 Tk, 175.53 Tk",Human,012-0328-023,195,116,97.0,4,moxaclav----125/31,135.92175.53
30606,"Square Pharmaceuticals PLC, Pabna",Nebanol,Bacitracin Zinc + Neomycin Sulphate,500 IU + 5 mg/gm,Ointment,"13.03 Tk, 44.20 Tk",Human,012-0105-071,195,192,277.0,9,nebanol,13.0344.20
30620,"Square Pharmaceuticals PLC, Pabna",Osmolax,Lactulose,68 %,Oral Solution,"160.00 Tk, 280.00 Tk",Human,012-0434-060,195,201,163.0,23,osmolax,160.00280.00
30629,"Square Pharmaceuticals PLC, Pabna",Penvik,Phenoxymethyl Penicillin,125 mg/5 ml,Powder For Suspension,"18.34 Tk, 29.05 Tk",Human,012-0077-023,195,782,17.0,4,penvik,18.3429.05
30719,"Square Pharmaceuticals PLC, Pabna",Ticamet    125/25,Fluticasone Propionate + Salmeterol,125 mcg + 25 mcg/Metered Inhalation,Aerosol Inhalation,"478.23 Tk, 578.90 Tk",Human,012-0633-044,195,514,268.0,39,ticamet----125/25,478.23578.90
30720,"Square Pharmaceuticals PLC, Pabna",Ticamet    250/25,Fluticasone Propionate + Salmeterol,250 mcg + 25 mcg/Metered Inhalation,Aerosol Inhalation,"654.42 Tk, 755.10 Tk",Human,012-0634-044,195,514,269.0,39,ticamet----250/25,654.42755.10
30744,"Square Pharmaceuticals PLC, Pabna",Viodin    10%,Povidone Iodine,10 gm/100 ml,Topical Solution,"30.00 Tk, 120.00 Tk, 800.00 Tk",Human,012-0406-071,195,123,106.0,19,viodin----10%,30.00120.00800.00
30755,"Square Pharmaceuticals PLC, Pabna",Zimax,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.58 Tk, 130.88 Tk, 186.25 Tk",Human,012-0311-023,195,1,20.0,4,zimax,85.58130.88186.25
30836,"Square Pharmaceuticals PLC, Pabna",Sulprex    20 mcg/100 mcg,Ipratropium Bromide + Salbutamol,20 mcg + 100 mcg/Metered Inhalation,Aerosol Inhalation,"201.35 Tk, 231.56 Tk",Human,012-0666-044,195,573,320.0,39,sulprex----20-mcg/100-mcg,201.35231.56
30859,"Square Pharmaceuticals PLC, Pabna",Norvent,Tiotropium,9 mcg/Metered Inhalation,Aerosol Inhalation,"251.70 Tk, 352.38 Tk",Human,012-0711-044,195,695,776.0,39,norvent,251.70352.38
30911,"Square Pharmaceuticals PLC, Pabna",Levostar,Levosalbutamol,1 mg/5 ml,Syrup,"30.10 Tk, 45.13 Tk",Human,012-0800-044,195,455,90.0,5,levostar,30.1045.13
30957,"Square Pharmaceuticals PLC, Pabna",Levostar,Levosalbutamol,50 mcg/Metered Inhalation,Aerosol Inhalation,"176.19 Tk, 201.35 Tk",Human,012-0792-044,195,455,379.0,39,levostar,176.19201.35
