name,slug,status
Benzoic Acid + Malic Acid + Salicylic Acid,benzoic-acid-+-malic-acid-+-salicylic-acid,1
Dexamethasone Sodium Phosphate + Prednisolone,dexamethasone-sodium-phosphate-+-prednisolone,1
Natril Carbonate,natril-carbonate,1
Disposable Syringe,disposable-syringe,1
Empty Hard Gelatin Capsule,empty-hard-gelatin-capsule,1
Gelatin,gelatin,1
Sodium Hydroxide,sodium-hydroxide,1
Sodium Hypochlorite,sodium-hypochlorite,1
Ascorbic Acid + Biotin + Cyanocobalamin + Folic Acid + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,ascorbic-acid-+-biotin-+-cyanocobalamin-+-folic-acid-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1,1
Cobalt + Copper + Elemental Iron + Iodide + Magnesium + Manganese + Vitamin A + Vitamin D + Vitamin E + Zinc,cobalt-+-copper-+-elemental-iron-+-iodide-+-magnesium-+-manganese-+-vitamin-a-+-vitamin-d-+-vitamin-e-+-zinc,1
Disopyramide,disopyramide,1
Quinine Dihydrochloride,quinine-dihydrochloride,1
Clonidine Hydrochloride,clonidine-hydrochloride,1
Temazepam,temazepam,1
Choline + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Vitamin B1,choline-+-cobalt-sulfate-+-cyanocobalamin-+-ferrous-sulphate-+-vitamin-b1,1
Diphenhydramine Hydrochloride + L-Menthol,diphenhydramine-hydrochloride-+-l-menthol,1
Crisaborole,crisaborole,1
Calcium Chloride + Magnessium Chloride + Potassium Chloride + Sodium Acetate + Sodium Chloride,calcium-chloride-+-magnessium-chloride-+-potassium-chloride-+-sodium-acetate-+-sodium-chloride,1
Calcium Chloride + Dextrose Anhydrous + Magnessium Chloride + Potassium Chloride + Sodium Acetate + Sodium Chloride,calcium-chloride-+-dextrose-anhydrous-+-magnessium-chloride-+-potassium-chloride-+-sodium-acetate-+-sodium-chloride,1
Calcium Chloride + Potassium Chloride + Sodium Chloride,calcium-chloride-+-potassium-chloride-+-sodium-chloride,1
Potassium Chloride + Sodium Chloride + Sodium Lactate,potassium-chloride-+-sodium-chloride-+-sodium-lactate,1
Pancuronium Bromide,pancuronium-bromide,1
Lomustine,lomustine,1
Prazosin,prazosin,1
Carmellose Sodium,carmellose-sodium,1
Fentanyl,fentanyl,1
Calcium Chloride + Glacial Acetic Acid + Magnessium Chloride + Potassium Chloride + Sodium Chloride,calcium-chloride-+-glacial-acetic-acid-+-magnessium-chloride-+-potassium-chloride-+-sodium-chloride,1
Sodium Bicarbonate + Sodium Chloride,sodium-bicarbonate-+-sodium-chloride,1
Glutaraldehyde,glutaraldehyde,1
Chlorhexidine Digluconate,chlorhexidine-digluconate,1
Diabasic Sodium Phosphate + Monobasic Sodium Phosphate,diabasic-sodium-phosphate-+-monobasic-sodium-phosphate,1
Aspartame,aspartame,1
Propofol,propofol,1
Aliskiren,aliskiren,1
Dabigatran Etexilate,dabigatran-etexilate,1
Bivalirudin,bivalirudin,1
Betahistine Dihydrochloride,betahistine-dihydrochloride,1
Sevelamer (As Carbonate),sevelamer-(as-carbonate),1
Teicoplanin,teicoplanin,1
Lurasidone Hydrochloride,lurasidone-hydrochloride,1
Drospirenone,drospirenone,1
Denosumab,denosumab,1
Acarbose,acarbose,1
Demeclocycline Hydrochloride,demeclocycline-hydrochloride,1
Hydrogen Peroxide 50%,hydrogen-peroxide-50%,1
Cetirizine,cetirizine,1
Sertaconazole Nitrate,sertaconazole-nitrate,1
Benzoyl Peroxide + Erythromycin,benzoyl-peroxide-+-erythromycin,1
Docosanol,docosanol,1
Carbonyl Iron,carbonyl-iron,1
Dioxybenzone + Hydroquinone + Octyldimethyl p-aminobenzoate + Oxybenzone,dioxybenzone-+-hydroquinone-+-octyldimethyl-p-aminobenzoate-+-oxybenzone,1
Testosterone,testosterone,1
Spectinomycin,spectinomycin,1
Benzyl Alcohol,benzyl-alcohol,1
Topiramate,topiramate,1
Pemirolast Potassium,pemirolast-potassium,1
Lidocaine Hydrochloride + Tolperisone Hydrochloride,lidocaine-hydrochloride-+-tolperisone-hydrochloride,1
Cefetamet Pivoxil Hydrochloride,cefetamet-pivoxil-hydrochloride,1
Estradiol,estradiol,1
Sodium Cromoglycate + Xylometazoline Hydrochloride,sodium-cromoglycate-+-xylometazoline-hydrochloride,1
Sulfinpyrazone,sulfinpyrazone,1
Rhubarb + Salicylic Acid,rhubarb-+-salicylic-acid,1
Sevelamer Hydrochloride,sevelamer-hydrochloride,1
Darifenacin,darifenacin,1
Eptifibatide,eptifibatide,1
Interferon Alfa-2a,interferon-alfa-2a,1
"Liquid Paraffin + Magnesium Hydroxide Dried Gel, 96% + Magnesium Hydroxide Paste, 34%","liquid-paraffin-+-magnesium-hydroxide-dried-gel,-96%-+-magnesium-hydroxide-paste,-34%",1
Podophyllotoxin,podophyllotoxin,1
Colchicine,colchicine,1
Avobenzone + Oxybenzone + Padimate O + Titanium Dioxide,avobenzone-+-oxybenzone-+-padimate-o-+-titanium-dioxide,1
Trimebutine Maleate,trimebutine-maleate,1
Ascorbic Acid + Biotin + Cholecalciferol (Vit. D3) + Cyanocobalamin + Dl-Alpha Tocoferol (Vitamin E) + Folic Acid + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Retinol Palmitate + Riboflavin + Thiamine Mononitrate (B1),ascorbic-acid-+-biotin-+-cholecalciferol-(vit.-d3)-+-cyanocobalamin-+-dl-alpha-tocoferol-(vitamin-e)-+-folic-acid-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-retinol-palmitate-+-riboflavin-+-thiamine-mononitrate-(b1),1
Rocuronium Bromide,rocuronium-bromide,1
Trypan Blue,trypan-blue,1
Carboxymethylcellulose Sodium + Hypromellose,carboxymethylcellulose-sodium-+-hypromellose,1
Emtricitabine + Tenofovir Disoproxil Fumarate,emtricitabine-+-tenofovir-disoproxil-fumarate,1
Macrogol 3350 + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride,macrogol-3350-+-potassium-chloride-+-sodium-bicarbonate-+-sodium-chloride,1
Ciclopirox Olamine,ciclopirox-olamine,1
Hydrocortisone Acetate + Lidocaine Hydrochloride,hydrocortisone-acetate-+-lidocaine-hydrochloride,1
Lymecycline,lymecycline,1
Insulin Aspert 30/70,insulin-aspert-30/70,1
Dexmedetomidine,dexmedetomidine,1
Pertuzumab,pertuzumab,1
Carboprost,carboprost,1
Eflornithine Hydrochloride Monohydrate,eflornithine-hydrochloride-monohydrate,1
Racepinephrine,racepinephrine,1
Ramelteon,ramelteon,1
Zinc Orotate,zinc-orotate,1
Mycophenolate Acid,mycophenolate-acid,1
Desoximetasone,desoximetasone,1
Pimavanserin,pimavanserin,1
Dextromethorphan Hydrobromide + Guaifenesin,dextromethorphan-hydrobromide-+-guaifenesin,1
Atosiban,atosiban,1
Calcium Polystyrene Sulfonate,calcium-polystyrene-sulfonate,1
Zuclopenthixol Decanoate,zuclopenthixol-decanoate,1
Arformoterol,arformoterol,1
Pentosan Polysulfate  Sodium,pentosan-polysulfate--sodium,1
Caffeine,caffeine,1
Remifentanil,remifentanil,1
Fesoterodine Fumarate,fesoterodine-fumarate,1
Safinamide,safinamide,1
Ambrisentan,ambrisentan,1
Propylthiouracil,propylthiouracil,1
Istradefylline,istradefylline,1
Azilsartan Medoxomil + Chlorthalidone,azilsartan-medoxomil-+-chlorthalidone,1
Hyoscine Hydrobromide,hyoscine-hydrobromide,1
Deutetrabenazine,deutetrabenazine,1
Metoclopramide,metoclopramide,1
Sotagliflozin,sotagliflozin,1
Phenylephrine Hydrochloride + Promethazine Hydrochloride,phenylephrine-hydrochloride-+-promethazine-hydrochloride,1
Methenamine Hippurate,methenamine-hippurate,1
Ospemifene,ospemifene,1
Magnesium Alginate + Sodium Alginate,magnesium-alginate-+-sodium-alginate,1
Benserazide + Levodopa,benserazide-+-levodopa,1
Donepezil Hydrochloride + Memantine Hydrochloride,donepezil-hydrochloride-+-memantine-hydrochloride,1
Atomoxetine,atomoxetine,1
Carbamide Peroxide,carbamide-peroxide,1
Glycopyrronium + Indacaterol + Mometasone Furoate,glycopyrronium-+-indacaterol-+-mometasone-furoate,1
Sodium Chloride + Sodium Citrate,sodium-chloride-+-sodium-citrate,1
Lornoxicam,lornoxicam,1
Dequalinium Chloride,dequalinium-chloride,1
Drospirenone + Ethinylestradiol,drospirenone-+-ethinylestradiol,1
Desogestrel,desogestrel,1
Ethinylestradiol + Gestodene,ethinylestradiol-+-gestodene,1
Ethinylestradiol + Lynestrenol,ethinylestradiol-+-lynestrenol,1
Drospirenone + Ethinylestradiol + L-Methylfolte Calcium,drospirenone-+-ethinylestradiol-+-l-methylfolte-calcium,1
Benzydamine Hydrochloride,benzydamine-hydrochloride,1
Imidocarb dipropionate,imidocarb-dipropionate,1
Dexpanthenol,dexpanthenol,1
Oxiconazole,oxiconazole,1
Bazedoxifene + Conjugated Oestrogens,bazedoxifene-+-conjugated-oestrogens,1
Diclofenac Sodium + Lidocaine Hydrochloride,diclofenac-sodium-+-lidocaine-hydrochloride,1
Chlorhexidine Hydrochloride + Nystatin,chlorhexidine-hydrochloride-+-nystatin,1
Ozenoxacin,ozenoxacin,1
Estradiol + Norethisterone + Relugolix,estradiol-+-norethisterone-+-relugolix,1
Halobetasol Propionate + Tazarotene,halobetasol-propionate-+-tazarotene,1
Ropivacaine Hydrochloride,ropivacaine-hydrochloride,1
Mucopolysaccharide Polysulphate + Salicylic Acid,mucopolysaccharide-polysulphate-+-salicylic-acid,1
Citric Acid Anhydrous + Sodium Bicarbonate + Sodium Carbonate,citric-acid-anhydrous-+-sodium-bicarbonate-+-sodium-carbonate,1
Trifarotene,trifarotene,1
Sitagliptin Phosphate Monohydrate,sitagliptin-phosphate-monohydrate,1
Human Tetanus Immunoglobulin,human-tetanus-immunoglobulin,1
Oxygen,oxygen,1
Liquid Nitrogen,liquid-nitrogen,1
Medical Oxygen & Medical Nitrogen,medical-oxygen-&-medical-nitrogen,1
Hydroxocobalamin,hydroxocobalamin,1
Dextrose + Lidocaine Hydrochloride,dextrose-+-lidocaine-hydrochloride,1
Nikethamide,nikethamide,1
Chloroquine,chloroquine,1
Artemether,artemether,1
Articaine Hydrochloride + Epinephrine,articaine-hydrochloride-+-epinephrine,1
Fluorometholone + Tetryzoline Hydrochloride,fluorometholone-+-tetryzoline-hydrochloride,1
Avatrombopag,avatrombopag,1
Carbon Di Oxide + Ethylene Oxide,carbon-di-oxide-+-ethylene-oxide,1
Buspirone,buspirone,1
Sodium Chloride + Sodium Hydrogen Carbonate,sodium-chloride-+-sodium-hydrogen-carbonate,1
Calcium Chloride Dihydrate + Magnessium Chloride + Potassium Chloride + Sodium Acetate + Sodium Chloride,calcium-chloride-dihydrate-+-magnessium-chloride-+-potassium-chloride-+-sodium-acetate-+-sodium-chloride,1
Citric Acid Anhydrous + Dextrose Anhydrous + Sodium Bi Phosphate + Sodium Citrate,citric-acid-anhydrous-+-dextrose-anhydrous-+-sodium-bi-phosphate-+-sodium-citrate,1
Adenine + Citric Acid Anhydrous + Dextrose Anhydrous + Sodium Bi Phosphate + Sodium Citrate,adenine-+-citric-acid-anhydrous-+-dextrose-anhydrous-+-sodium-bi-phosphate-+-sodium-citrate,1
Acetic Acid + Calcium Chloride + Magnessium Chloride + Potassium Chloride + Sodium Chloride,acetic-acid-+-calcium-chloride-+-magnessium-chloride-+-potassium-chloride-+-sodium-chloride,1
Dextrose Anhydrous + Sodium Chloride,dextrose-anhydrous-+-sodium-chloride,1
Pvc Bags For Iv Infusion,pvc-bags-for-iv-infusion,1
Calcium Chloride + Dextrose Anhydrous + Potassium Chloride + Sodium Chloride + Sodium Lactate,calcium-chloride-+-dextrose-anhydrous-+-potassium-chloride-+-sodium-chloride-+-sodium-lactate,1
Dextran 40 + Dextrose,dextran-40-+-dextrose,1
Dextran 40 + Sodium Chloride,dextran-40-+-sodium-chloride,1
Nitrous oxide + Oxygen,nitrous-oxide-+-oxygen,1
Nitrous Oxide,nitrous-oxide,1
Medical Carbon Dioxide,medical-carbon-dioxide,1
Medical Compressed Gas,medical-compressed-gas,1
Liquid Medical Oxygen,liquid-medical-oxygen,1
Liquid Medical Oxygen Compressed,liquid-medical-oxygen-compressed,1
Cellulose + Lipase + Pancreatin + Pepsin,cellulose-+-lipase-+-pancreatin-+-pepsin,1
Aluminium Chloride Hexahydrate,aluminium-chloride-hexahydrate,1
Varenicline,varenicline,1
Magnesium Stearate,magnesium-stearate,1
Metolazone,metolazone,1
Anhydrous Lanolin + Benzyl Alcohol + Benzyl Benzoate + Benzyl Cinnamate + Zinc Oxide,anhydrous-lanolin-+-benzyl-alcohol-+-benzyl-benzoate-+-benzyl-cinnamate-+-zinc-oxide,1
Rifamycin,rifamycin,1
Pravastatin Sodium,pravastatin-sodium,1
Clioquinol + Fluocinolone Acetonide,clioquinol-+-fluocinolone-acetonide,1
Citric Acid Anhydrous + Lactic Acid + Potassium Bitartrate,citric-acid-anhydrous-+-lactic-acid-+-potassium-bitartrate,1
Sulconazole Nitrate,sulconazole-nitrate,1
Pimecrolimus,pimecrolimus,1
Methenamine + Riboflavin + Thiamine Hydrochloride + Vitamin K3,methenamine-+-riboflavin-+-thiamine-hydrochloride-+-vitamin-k3,1
Acetic Acid,acetic-acid,1
Tavaborole,tavaborole,1
Flibanserin,flibanserin,1
Diethylamine Salicylate,diethylamine-salicylate,1
Zileuton,zileuton,1
Tulathromycin,tulathromycin,1
Tildipirosin,tildipirosin,1
Mafenide,mafenide,1
Ertugliflozin,ertugliflozin,1
"Magnesium Hydroxide Dried Gel, 96% + Magnesium Hydroxide Paste, 34%","magnesium-hydroxide-dried-gel,-96%-+-magnesium-hydroxide-paste,-34%",1
Blood Tubing Set For Hemodialysis,blood-tubing-set-for-hemodialysis,1
Almotriptan,almotriptan,1
Iodine + Nonoxinel,iodine-+-nonoxinel,1
Maprotiline Hydrochloride,maprotiline-hydrochloride,1
Phenylephrine + Tetryzoline Hydrochloride + Zinc Sulphate,phenylephrine-+-tetryzoline-hydrochloride-+-zinc-sulphate,1
Diclofenac,diclofenac,1
Eperisone Hydrochloride,eperisone-hydrochloride,1
Bromocriptine,bromocriptine,1
Adrenochrome Monosemicarbazone,adrenochrome-monosemicarbazone,1
Desogestrel + Ethinylestradiol + Ferrous Fumarate,desogestrel-+-ethinylestradiol-+-ferrous-fumarate,1
Estradiol Valerate,estradiol-valerate,1
Dienogest + Estradiol Valerate,dienogest-+-estradiol-valerate,1
Linaclotide,linaclotide,1
Drospirenone + Estetrol,drospirenone-+-estetrol,1
Abametapir,abametapir,1
Cyproterone Acetate,cyproterone-acetate,1
Methimazole,methimazole,1
Felbinac,felbinac,1
Lanolin Anhydrous + Liquid Paraffin + White Soft Paraffin,lanolin-anhydrous-+-liquid-paraffin-+-white-soft-paraffin,1
Riboflavine Sodium Phosphate,riboflavine-sodium-phosphate,1
Bismuth Subcitrate,bismuth-subcitrate,1
Benzocaine + Oxytetracycline + Polymixin B Sulphate,benzocaine-+-oxytetracycline-+-polymixin-b-sulphate,1
Streptomycin,streptomycin,1
Dipyridamole,dipyridamole,1
Fluvastatin,fluvastatin,1
Anhydrous Benzoyl Peroxide + Clindamycin,anhydrous-benzoyl-peroxide-+-clindamycin,1
Calcium Gluconate + Magnesium Hypophosphite,calcium-gluconate-+-magnesium-hypophosphite,1
Benzathine Penicillin G + Dihydrostreptomycin + Procain Penicillin G,benzathine-penicillin-g-+-dihydrostreptomycin-+-procain-penicillin-g,1
Docusate Sodium,docusate-sodium,1
Benzocaine + Tetracaine,benzocaine-+-tetracaine,1
Beclomethasone Dipropionate + Chloramphenicol + Clotrimazole + Lidocaine,beclomethasone-dipropionate-+-chloramphenicol-+-clotrimazole-+-lidocaine,1
Citric Acid Anhydrous + Magnesium Hydroxide + Sodium Picosulfate,citric-acid-anhydrous-+-magnesium-hydroxide-+-sodium-picosulfate,1
Terbinafine Hydrochloride,terbinafine-hydrochloride,1
Light Liquid Paraffin + White Soft Paraffin,light-liquid-paraffin-+-white-soft-paraffin,1
Acemetacin,acemetacin,1
Idoxuridine,idoxuridine,1
Needle,needle,1
Permirolast Potassium,permirolast-potassium,1
Sodium Lactate,sodium-lactate,1
Menthol + Pramoxine Hydrochloride,menthol-+-pramoxine-hydrochloride,1
Cynocobalamine,cynocobalamine,1
Citric Acid Anhydrous + Magnesium Oxide + Sodium Picosulfate,citric-acid-anhydrous-+-magnesium-oxide-+-sodium-picosulfate,1
Lactic Acid + Salicylic Acid,lactic-acid-+-salicylic-acid,1
Etomidate,etomidate,1
Miltefosine,miltefosine,1
Nitroglycerin,nitroglycerin,1
Benzathine Penicillin + Procaine Benzylpenicillin,benzathine-penicillin-+-procaine-benzylpenicillin,1
Benzylpenicillin + Procaine Benzylpenicillin,benzylpenicillin-+-procaine-benzylpenicillin,1
Gadodiamide,gadodiamide,1
Barium Sulphate,barium-sulphate,1
Insulin Lispro,insulin-lispro,1
Protamin Sulphate,protamin-sulphate,1
Calcium Chloride + Magnesium Hydroxide + Potassium Chloride + Sodium Acetate + Sodium Chloride + Sodium Citrate,calcium-chloride-+-magnesium-hydroxide-+-potassium-chloride-+-sodium-acetate-+-sodium-chloride-+-sodium-citrate,1
Pyridostigmine,pyridostigmine,1
Purified Water,purified-water,1
Ferric Pyrophosphate Citrate (Eq. To Iron (Iii),ferric-pyrophosphate-citrate-(eq.-to-iron-(iii),1
Tolvaptan,tolvaptan,1
Amoxicillin Capsule + Vonoprazan Tablet,amoxicillin-capsule-+-vonoprazan-tablet,1
Dehydroepiandrosterone,dehydroepiandrosterone,1
Boric Acid,boric-acid,1
Noradrenaline,noradrenaline,1
Liquid Glucose,liquid-glucose,1
Antioxident + Ascorbic Acid + Choline + Cobalt + Copper + Cyanocobalamin + Elemental Iron + Folic Acid + Iodine + Manganese + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D + Vitamin E + Vitamin K + Zinc,antioxident-+-ascorbic-acid-+-choline-+-cobalt-+-copper-+-cyanocobalamin-+-elemental-iron-+-folic-acid-+-iodine-+-manganese-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-a-+-vitamin-b1-+-vitamin-d-+-vitamin-e-+-vitamin-k-+-zinc,1
Thiophanate,thiophanate,1
Sulphaquinoxaline,sulphaquinoxaline,1
Chloroxylenol + Triclosan,chloroxylenol-+-triclosan,1
Sacaharin Sodium,sacaharin-sodium,1
Biotin + Choline Chloride + Cobalt + Copper + Cyanocobalamin + DL-Methionine + Elemental Iron + Folic Acid + Iodine + Manganese + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Selenium + Tetracycline Hydrochloride + Vitamin A + Vitamin B1 + Vitamin D + Vitamin E + Vitamin K + Zinc,biotin-+-choline-chloride-+-cobalt-+-copper-+-cyanocobalamin-+-dl-methionine-+-elemental-iron-+-folic-acid-+-iodine-+-manganese-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-selenium-+-tetracycline-hydrochloride-+-vitamin-a-+-vitamin-b1-+-vitamin-d-+-vitamin-e-+-vitamin-k-+-zinc,1
Fluorescein Sodium,fluorescein-sodium,1
Fluormetholone + Neomycin Sulphate,fluormetholone-+-neomycin-sulphate,1
Sodium Citrate,sodium-citrate,1
Calcium Hydrogen Phosphate,calcium-hydrogen-phosphate,1
Potassium Iodide,potassium-iodide,1
Amprolium + Ethopabate,amprolium-+-ethopabate,1
Hexachlorophene,hexachlorophene,1
Dinoprostone,dinoprostone,1
Oxyphencyclimine Hydrochloride,oxyphencyclimine-hydrochloride,1
Oxytetracycline + Polymixin B Sulphate,oxytetracycline-+-polymixin-b-sulphate,1
Procaine Benzylpenicillin + Streptomycin,procaine-benzylpenicillin-+-streptomycin,1
Biotin + Choline + Cobalt + Copper + Cyanocobalamin + DL-Methionine + Dexpanthanol + Ferric Ammonium Citrate + Glycine + Inositol + L-Lysine HCl + Nicotinamide + Pyridoxine Hydrochloride + Vitamin B1 + Vitamin B2,biotin-+-choline-+-cobalt-+-copper-+-cyanocobalamin-+-dl-methionine-+-dexpanthanol-+-ferric-ammonium-citrate-+-glycine-+-inositol-+-l-lysine-hcl-+-nicotinamide-+-pyridoxine-hydrochloride-+-vitamin-b1-+-vitamin-b2,1
Neomycin Sulphate + Prednisolone,neomycin-sulphate-+-prednisolone,1
Chlorhexidine Gluconate + Lidocaine Hydrochloride,chlorhexidine-gluconate-+-lidocaine-hydrochloride,1
Morantel Citrate + Oxyclozanide,morantel-citrate-+-oxyclozanide,1
Salmon Oil,salmon-oil,1
Copper + Folic Acid + Iodine + Iron + Niacin + Pyridoxine + Riboflavin + Selenium + Vitamin A + Vitamin B1 + Vitamin B12 + Vitamin C + Vitamin D + Vitamin E + Zinc,copper-+-folic-acid-+-iodine-+-iron-+-niacin-+-pyridoxine-+-riboflavin-+-selenium-+-vitamin-a-+-vitamin-b1-+-vitamin-b12-+-vitamin-c-+-vitamin-d-+-vitamin-e-+-zinc,1
Prednisolone Anhydrous,prednisolone-anhydrous,1
Testosterone Undecanoate,testosterone-undecanoate,1
Drospirenone + Estradiol,drospirenone-+-estradiol,1
Ritonavir,ritonavir,1
Levomilnacipran,levomilnacipran,1
Riluzole,riluzole,1
Vilazodone Hydrochloride,vilazodone-hydrochloride,1
Diroximel Fumarate,diroximel-fumarate,1
Bacteriostatic Water,bacteriostatic-water,1
Prednisolone Sodium Phosphate,prednisolone-sodium-phosphate,1
Calcium (Coral Calcium) + Cholecalciferol (Vit. D3),calcium-(coral-calcium)-+-cholecalciferol-(vit.-d3),1
Ascorbic Acid + Elemental Iron,ascorbic-acid-+-elemental-iron,1
Cholecalciferol (Vit. D3) + Copper + Folic Acid + Iodine + Iron + Niacinamide + Selenium + Vitamin A + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B6 + Vitamin C + Vitamin E + Zinc,cholecalciferol-(vit.-d3)-+-copper-+-folic-acid-+-iodine-+-iron-+-niacinamide-+-selenium-+-vitamin-a-+-vitamin-b1-+-vitamin-b12-+-vitamin-b2-+-vitamin-b6-+-vitamin-c-+-vitamin-e-+-zinc,1
Valproic Acid,valproic-acid,1
Estradiol + Progesterone,estradiol-+-progesterone,1
Topotecan,topotecan,1
Nitrofurantoin + Nitrofurantoin Microcrystals,nitrofurantoin-+-nitrofurantoin-microcrystals,1
Minocycline,minocycline,1
Cyclizine Hydrochloride,cyclizine-hydrochloride,1
Oxygenium,oxygenium,1
Naftidrofuryl Oxalate,naftidrofuryl-oxalate,1
Diclofenac Diethylamine,diclofenac-diethylamine,1
6-Aminopenicillanic Acid,6-aminopenicillanic-acid,1
Ascorbic Acid + Folic Acid + Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Thiamine + Zinc Sulphate,ascorbic-acid-+-folic-acid-+-iron-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-thiamine-+-zinc-sulphate,1
Dex-Ketoprofen Trometamol,dex-ketoprofen-trometamol,1
Bimatoprost + Timolol,bimatoprost-+-timolol,1
Eluxadoline,eluxadoline,1
Formoterol Fumarate + Glycopyrronium,formoterol-fumarate-+-glycopyrronium,1
Benzocaine,benzocaine,1
Formoterol Fumarate,formoterol-fumarate,1
Nateglinide,nateglinide,1
Naloxone Hydrochloride,naloxone-hydrochloride,1
Oxazepam,oxazepam,1
Abacavir + Lamivudine + Zidovudine,abacavir-+-lamivudine-+-zidovudine,1
Betahistine Mesilate,betahistine-mesilate,1
Hydrocortisone Acetate + Pramoxine,hydrocortisone-acetate-+-pramoxine,1
Nevirapine,nevirapine,1
Miconazole Nitrate,miconazole-nitrate,1
Diflorasone Diacetate,diflorasone-diacetate,1
Aliskiren + Hydrochlorothiazide,aliskiren-+-hydrochlorothiazide,1
Eslicarbazepine Acetate,eslicarbazepine-acetate,1
Ascorbic Acid + Betaine + Calcium Chloride Dihydrate + Magnesium Chloride Hexahydrate + Potassium Chloride + Sodium Chloride,ascorbic-acid-+-betaine-+-calcium-chloride-dihydrate-+-magnesium-chloride-hexahydrate-+-potassium-chloride-+-sodium-chloride,1
Cyanocobalamin + Iron (Iii) Hydroxide Dextran Complex,cyanocobalamin-+-iron-(iii)-hydroxide-dextran-complex,1
Diminazine Aceturate + Phenazone,diminazine-aceturate-+-phenazone,1
Ivermectin + Triclabendazole,ivermectin-+-triclabendazole,1
Praziquantel + Pyrantel,praziquantel-+-pyrantel,1
Dexpanthanol + Nicotinamide + Vitamin A + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B3 + Vitamin B6 + Vitamin E,dexpanthanol-+-nicotinamide-+-vitamin-a-+-vitamin-b1-+-vitamin-b12-+-vitamin-b2-+-vitamin-b3-+-vitamin-b6-+-vitamin-e,1
Selenium + Vitamin E,selenium-+-vitamin-e,1
Eucalypytol + Menthol + Methyl Salicylate + Sodium Fluoride + Thymol,eucalypytol-+-menthol-+-methyl-salicylate-+-sodium-fluoride-+-thymol,1
Nicotinamide,nicotinamide,1
Garlic Oil,garlic-oil,1
Carvedilol Phosphate,carvedilol-phosphate,1
Sodium Polystyrene Sulfonate,sodium-polystyrene-sulfonate,1
Colistimethate Sodium,colistimethate-sodium,1
Colistin,colistin,1
Aclidinium Bromide + Formoterol Fumarate Dihydrate,aclidinium-bromide-+-formoterol-fumarate-dihydrate,1
Eucalyptus Oil + Menthol,eucalyptus-oil-+-menthol,1
Enramycin,enramycin,1
Miconazole Nitrate + White Soft Paraffin + Zinc Oxide,miconazole-nitrate-+-white-soft-paraffin-+-zinc-oxide,1
5 Aminosalicylic Acid,5-aminosalicylic-acid,1
Entacapone,entacapone,1
Cypermethrin,cypermethrin,1
Pyrimethamine + Sulfaquinoxaline Sodium,pyrimethamine-+-sulfaquinoxaline-sodium,1
Chalk + Kaolin,chalk-+-kaolin,1
Ginger + Nux vomica + Sodium Bicarbonate,ginger-+-nux-vomica-+-sodium-bicarbonate,1
Mepyramine Maleate,mepyramine-maleate,1
Dimethothiazine Mesylate,dimethothiazine-mesylate,1
Dibromopropamidine Isethionate,dibromopropamidine-isethionate,1
Trimipramine,trimipramine,1
Gallamine Triethiodide,gallamine-triethiodide,1
Pholcodine,pholcodine,1
Tolmetin,tolmetin,1
Metamizol,metamizol,1
Drospirenone + Ethinylestradiol + Ferrous Fumarate,drospirenone-+-ethinylestradiol-+-ferrous-fumarate,1
Ethinylestradiol + Ferrous Fumarate + Lynestrenol,ethinylestradiol-+-ferrous-fumarate-+-lynestrenol,1
Amoxicillin + Clavulanate Acid,amoxicillin-+-clavulanate-acid,1
Iodixanol,iodixanol,1
Epinephrine + Lidocaine,epinephrine-+-lidocaine,1
Trisodium Citrate Dihydrate,trisodium-citrate-dihydrate,1
Etonogestrel,etonogestrel,1
Dinoprost,dinoprost,1
Diethylstilbestrol,diethylstilbestrol,1
Morantel Citrate,morantel-citrate,1
Iron Dextran,iron-dextran,1
Trustuzumab,trustuzumab,1
Gadoversetamide,gadoversetamide,1
Chondroitin Sulfate Sodium + Sodium Hyaluronate,chondroitin-sulfate-sodium-+-sodium-hyaluronate,1
Hyaluronidase,hyaluronidase,1
Sodium Diacetate,sodium-diacetate,1
Azelaic Acid,azelaic-acid,1
Lacosamide,lacosamide,1
Aluminium Hydroxide + Aluminium Hydroxide Gel + Magnesium Hydroxide + Simethicone,aluminium-hydroxide-+-aluminium-hydroxide-gel-+-magnesium-hydroxide-+-simethicone,1
Lincomycin Base + Spectinomycin,lincomycin-base-+-spectinomycin,1
